name,inc_date,start_date,status,address,taxid,phone,buss_cls,owner
CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU THIÊN NGUYÊN VIỆT NAM,14/01/2022,14/01/2022, Đang Hoạt Động ,"276/29/63 Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",0317126347,0938309806,Công Ty TNHH MTV Ngoài Quốc Doanh,Nguyễn Chí Thân
CÔNG TY TNHH XNK VÀ KINH DOANH NHIÊN LIỆU PETROLEUM,14/01/2022,14/01/2022, Đang Hoạt Động ,"Số 90/5 Yên Thế, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",0317126322,0902932914,Công Ty TNHH MTV Ngoài Quốc Doanh,Huỳnh Bỉnh Tân
CÔNG TY TNHH BẤT ĐỘNG SẢN THÁI BÌNH PROPERTY,14/01/2022,14/01/2022, Đang Hoạt Động ,"213/4/6 Đường Số 28, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",0317126315,0979899606,Công Ty TNHH MTV Ngoài Quốc Doanh,Đặng Đình Tứ
DOANH NGHIỆP TƯ NHÂN DỊCH VỤ CAMERA GIÁM SÁT NGHE NHÌN TRUNG TÍN,14/01/2022,14/01/2022, Đang Hoạt Động ,"Số 2, Đường 20, Mỹ Giang 1, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",0317126280,0857822222,Doanh Nghiệp Tư Nhân (100% Vốn Tư Nhân),Nguyễn Mạnh Thắng
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT NGHỊ THUẬN,14/01/2022,14/01/2022, Đang Hoạt Động ,"29/12/56 Đường Số 8, Phường Bình Hưng Hòa A, Quận Bình Tân, Tp Hồ Chí Minh",0317126273,0919100516,Công Ty TNHH MTV Ngoài Quốc Doanh,Lê Thức Ân
CÔNG TY TNHH TƯ VẤN VÀ ĐẦU TƯ BẤT ĐỘNG SẢN NHÀ TRUNG TÂM,14/01/2022,14/01/2022, Đang Hoạt Động ,"Số 68 Nguyễn Huệ, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",0317126266,0934 000 505,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),Phan Văn
CÔNG TY TNHH FUTEX PHARMA,14/01/2022,14/01/2022, Đang Hoạt Động ,"60 Lê Trung Nghĩa, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",0317126259,0986585277,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),Vũ Anh Tuấn
CÔNG TY CỔ PHẦN PALLIUM,14/01/2022,14/01/2022, Đang Hoạt Động ,"285/60 Cách Mạng Tháng 8, Phường 12, Quận 10, Tp Hồ Chí Minh",0317126241,02866799671,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),Lê Đức Thắng
HỢP TÁC XÃ HỢP TÁC XÃ VIỆT Ý,14/01/2022,14/01/2022, Đang Hoạt Động ,"50 Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",0317126192,0906068282,Hợp Tác Xã,Đàm Hà Mi
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ DƯƠNG GIA PHÁT,14/01/2022,14/01/2022, Đang Hoạt Động ,"G10/14E Đường Lô 2, Ấp 7, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh",0317126153,0973970939,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),Trần Thanh Thái
CÔNG TY CỔ PHẦN HỌC VIỆN HUẤN LUYỆN THÀNH CÔNG,14/01/2022,30/01/2022, Đang Hoạt Động ,"142 Đường Số 1, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",0317126146,0907712477,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),Lê Thị Thanh Ca
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VIN,14/01/2022,14/01/2022, Đang Hoạt Động ,"65 Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",0317126139,0966 380303,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),Nguyễn Thị Phương Dung
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KEY FOOD,14/01/2022,14/01/2022, Đang Hoạt Động ,"190 Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",0317126107,0787980898,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),Lê Phạm Thu Thảo
CÔNG TY TNHH TMDV VESPER,14/01/2022,14/01/2022, Đang Hoạt Động ,"68 Nguyễn Huệ, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",0317126065,0932666936,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),Đinh Phương Vũ
CÔNG TY TRÁCH NHIỆM HỮU HẠN LUẬT TOÀN CẦU,14/01/2022,14/01/2022, Đang Hoạt Động ,"Tầng 15, P.1508 Vincom Center, 72 Lê Thánh Tôn;, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",0317126058,0927667777,Công Ty TNHH MTV Ngoài Quốc Doanh,Nguyễn Tất Phong
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG THANH PHƯƠNG,14/01/2022,14/01/2022, Đang Hoạt Động ,"3/18D Đường Số 8, Khu Phố 4, Phường Tam Bình, Thành Phố Thủ Đức (Hết Hl), Tp Hồ Chí Minh",0317126040,0915552263,Công Ty TNHH MTV Ngoài Quốc Doanh,Nguyễn Thanh Phương
CÔNG TY TNHH NƯỚC UỐNG TÂN XUÂN,14/01/2022,14/01/2022, Đang Hoạt Động ,"58/6Q, Ấp Mỹ Hoà 1, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh",0317126033,02866828547,Công Ty TNHH MTV Ngoài Quốc Doanh,Trần Kim Chẳng
CÔNG TY CP DỊCH VỤ NHÂN LỰC QUỐC TẾ DK,14/01/2022,14/01/2022, Đang Hoạt Động ,"Tòa Nhà Repulic Plaza 18E Cộng Hòa, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",0317126026,0978030458,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),Nguyễn Thế Đại
CÔNG TY TNHH THƯƠNG MẠI VĂN PHÒNG PHẨM VÀ THIẾT BỊ CÔNG NGHỆ BIG STEP,14/01/2022,14/01/2022, Đang Hoạt Động ,"L10-06, Tầng 10 Tòa Nhà Vincom Center, Số 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",0317126019,0906232405,Công Ty TNHH MTV Ngoài Quốc Doanh,Huỳnh Ngọc Thảo
CÔNG TY TNHH CORE THE BARUN,14/01/2022,14/01/2022, Đang Hoạt Động ,"28 Giang Văn Minh, Ph��Ng An Ph�, Thành Phố Thủ Đức, Tp Hồ Chí Minh",0317126001,0372 284 842,Công Ty TNHH MTV Ngoài Quốc Doanh,Ahn Ickkeun
CÔNG TY TNHH ĐẦU TƯ DU LỊCH ẨM THỰC HƯƠNG ĐÊM,14/01/2022,14/01/2022, Đang Hoạt Động ,"107 Nguyễn Văn Đậu, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",0317125992,0582710264,Công Ty TNHH MTV Ngoài Quốc Doanh,Nguyễn Đăng Thanh
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ CƠ ĐIỆN LẠNH ĐẠI THẮNG,14/01/2022,14/01/2022, Đang Hoạt Động ,"685/23/6 Đường Huỳnh Tấn Phát, Ấp 4, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",0317125985,0832399099,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),Hoàng Lệ Chi
CÔNG TY TNHH XNK BẮC HẢI LINH,14/01/2022,14/01/2022, Đang Hoạt Động ,"Số 128, Đường Bờ Tuyến, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",0317125978,0365446793,Công Ty TNHH MTV Ngoài Quốc Doanh,Trịnh Thị Thúy Linh
CÔNG TY TNHH TM DV HẠ TẦNG KỸ THUẬT MINH ĐĂNG,14/01/2022,14/01/2022, Đang Hoạt Động ,"1452/5/10 Huỳnh Tấn Phát, Khu Phố 2, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",0317125960,093 720 9055,Công Ty TNHH MTV Ngoài Quốc Doanh,Đoàn Anh Tuấn
CÔNG TY TNHH NANOWOOD VIỆT NAM,14/01/2022,14/01/2022, Đang Hoạt Động ,"Số 55, Đường Số 9, Khu Phố 5, Phường Linh Xuân, Thành Phố Thủ Đức (Hết Hl), Tp Hồ Chí Minh",0317125946,0977255757,Công Ty TNHH MTV Ngoài Quốc Doanh,Võ Thị Phương
CÔNG TY TNHH MIMON GROUP,14/01/2022,14/01/2022, Đang Hoạt Động ,"88-90 Đường Số 32, Tiểu Khu 1, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",0317125939,0847439939,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),Nguyễn Hùng Duy Tân
CÔNG TY CỔ PHẦN ĐẦU TƯ CYG,14/01/2022,14/01/2022, Đang Hoạt Động ,"Số 4 Nam Quốc Cang, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",0317125921,096 2301555,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),Ngô Hữu Hải
CÔNG TY TNHH ANGEL GARDEN,14/01/2022,14/01/2022, Đang Hoạt Động ,"750/1/20 Nguyễn Kiệm, Phường 04, Quận Phú Nhuận, Tp Hồ Chí Minh",0317125914,098 8907846,Công Ty TNHH MTV Ngoài Quốc Doanh,Võ Thị Hạnh
CÔNG TY TNHH THIẾT BỊ VÀ CÔNG NGHỆ SOHA,14/01/2022,14/01/2022, Đang Hoạt Động ,"160/9/13 Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",0317125907,038 2064755,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),Lê Sơn
CÔNG TY TNHH XUẤT NHẬP KHẨU VILLA,14/01/2022,14/01/2022, Đang Hoạt Động ,"221 A Nguyễn Đình Chính, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",0317125865,0908500855,Công Ty TNHH MTV Ngoài Quốc Doanh,Phạm Tuyết Trinh
CÔNG TY CỔ PHẦN Y DƯỢC FUJIYAMA,14/01/2022,14/01/2022, Đang Hoạt Động ,"Tầng 2, 81 Cách Mạng Tháng Tám, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",0317125858,(028) 3925 3969,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),Quách Sỹ Trung
CÔNG TY TNHH MTV PHÁT DANH,14/01/2022,14/01/2022, Đang Hoạt Động ,"7B/105/37 Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",0317125840,0969 411 828,Công Ty TNHH MTV Ngoài Quốc Doanh,Phạm Hữu Phát
CÔNG TY CỔ PHẦN ĐỊA ỐC ĐÔNG SÀI GÒN,14/01/2022,14/01/2022, Đang Hoạt Động ,"Lầu 1 - 21 Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",0317125833,0983 448 031,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),Nguyễn Hữu Thọ
